ticket_id,merchant_id,fecha_apertura,fecha_cierre,categoria,severidad,estado,tiempo_resolucion_hrs,satisfaccion_post_cierre
TKT-E090AB33F6,DEU-7278465D,2026-01-17 07:45:00,2026-01-18 21:27:00,liquidacion_demora,2,resuelto,37.7,4.0
TKT-7731EDB894,DEU-7278465D,2026-01-22 11:34:00,,app_congelada,2,en_proceso,,
TKT-BB8CDA7D43,DEU-72E6EF37,2026-02-24 08:32:00,,liquidacion_demora,3,abierto,,
TKT-DD0B8E6891,DEU-72F1E442,2025-05-09 18:41:00,,pago_rechazado,2,abierto,,
TKT-56B843D902,DEU-72F1E442,2025-10-17 11:52:00,,liquidacion_demora,3,abierto,,
TKT-06964C743F,DEU-72F1E442,2025-11-05 07:37:00,,configuracion_qr,2,en_proceso,,
TKT-00146E6685,DEU-730732C5,2025-04-05 21:29:00,,app_congelada,2,abierto,,
TKT-7326867538,DEU-730732C5,2025-06-16 10:48:00,,pago_rechazado,3,en_proceso,,
TKT-CB16B967C5,DEU-730732C5,2025-06-23 20:41:00,2025-06-25 21:11:00,configuracion_qr,3,resuelto,48.5,3.0
TKT-011E12D510,DEU-730732C5,2025-08-11 17:55:00,2025-08-12 05:31:00,liquidacion_demora,2,resuelto,11.6,
TKT-98D56F4FDF,DEU-730732C5,2025-08-18 20:44:00,,pago_rechazado,2,escalado,,
TKT-7C2A34CFAA,DEU-7319D699,2025-04-25 18:31:00,,consulta_general,1,en_proceso,,
TKT-B50E997E96,DEU-7319D699,2025-05-20 17:52:00,,pago_rechazado,2,escalado,,
TKT-4F6A431719,DEU-7319D699,2025-09-14 19:12:00,,liquidacion_demora,2,abierto,,
TKT-5428F39A70,DEU-7319D699,2025-12-07 21:55:00,,liquidacion_demora,2,abierto,,
TKT-07A2A7EDAC,DEU-734CC736,2025-05-27 17:12:00,,roles_vendedor,3,en_proceso,,
TKT-5F43D78149,DEU-738A863E,2025-04-18 16:22:00,,app_congelada,3,en_proceso,,
TKT-9F73F29774,DEU-738A863E,2025-12-27 14:17:00,,app_congelada,2,abierto,,
TKT-9595C9E9F0,DEU-738A863E,2026-03-13 10:02:00,,app_congelada,4,en_proceso,,
TKT-CCC17D86B1,DEU-7397CBAA,2025-06-14 08:34:00,,facturacion_comisiones,2,en_proceso,,
TKT-4225594830,DEU-7397CBAA,2025-07-02 18:26:00,,liquidacion_demora,2,en_proceso,,
TKT-823947AEFF,DEU-73CED42A,2025-09-07 20:08:00,,facturacion_comisiones,2,abierto,,
TKT-85A66F1E93,DEU-73CED42A,2025-12-20 15:14:00,,liquidacion_demora,3,en_proceso,,
TKT-C0D8470FBD,DEU-73CED42A,2026-01-13 14:06:00,,app_congelada,5,en_proceso,,
TKT-90E9C381F3,DEU-73CED42A,2026-01-15 18:30:00,,configuracion_qr,2,escalado,,
TKT-288FC00625,DEU-73CED42A,2026-01-16 10:24:00,,liquidacion_demora,5,escalado,,
TKT-14290E24AA,DEU-73CED42A,2026-01-17 16:30:00,2026-01-23 12:30:00,pago_rechazado,3,resuelto,140.0,1.0
TKT-2BB86F9DD9,DEU-73CED42A,2026-01-20 11:32:00,2026-01-25 02:32:00,cierre_caja,4,resuelto,111.0,1.0
TKT-EE6F7F79D6,DEU-73CED42A,2026-01-22 18:51:00,,app_congelada,3,abierto,,
TKT-C57AD6CCC4,DEU-73CED42A,2026-02-03 12:13:00,,pago_rechazado,2,abierto,,
TKT-98D43D04F3,DEU-73CED42A,2026-02-06 19:13:00,,liquidacion_demora,3,abierto,,
TKT-CDABB4B87B,DEU-73CED42A,2026-02-13 18:56:00,,liquidacion_demora,3,escalado,,
TKT-4F44F1CC80,DEU-73CED42A,2026-02-13 19:06:00,2026-02-15 13:30:00,problema_qr_fisico,2,resuelto,42.4,3.0
TKT-2D12787152,DEU-73CED42A,2026-02-13 21:42:00,,liquidacion_demora,3,abierto,,
TKT-57678C574C,DEU-73CED42A,2026-02-14 14:39:00,,configuracion_qr,1,abierto,,
TKT-818CD87FE3,DEU-73CED42A,2026-02-23 09:11:00,,pago_rechazado,3,abierto,,
TKT-31A1B4EF7C,DEU-73CED42A,2026-02-27 08:29:00,2026-03-01 04:11:00,pago_rechazado,2,resuelto,43.7,2.0
TKT-A7157B2F27,DEU-73CED42A,2026-02-28 20:53:00,2026-03-02 19:05:00,liquidacion_demora,4,resuelto,46.2,2.0
TKT-C36C094106,DEU-73CED42A,2026-03-23 11:44:00,,facturacion_comisiones,3,abierto,,
TKT-0500E7352B,DEU-745F1F4B,2025-11-02 16:06:00,,pago_rechazado,4,en_proceso,,
TKT-0A6015B4DF,DEU-745F1F4B,2025-11-02 16:24:00,,pago_rechazado,2,abierto,,
TKT-94A4BA2014,DEU-745F1F4B,2025-11-04 16:23:00,,pago_rechazado,5,abierto,,
TKT-9544ED25A0,DEU-745F1F4B,2025-11-09 17:26:00,2025-11-17 19:56:00,pago_rechazado,4,resuelto,194.5,
TKT-7BB34AFAFD,DEU-745F1F4B,2025-11-10 15:53:00,,facturacion_comisiones,4,en_proceso,,
TKT-6A238CF8AF,DEU-745F1F4B,2025-11-22 21:36:00,,pago_rechazado,3,en_proceso,,
TKT-DE1436FF6C,DEU-745F1F4B,2025-11-24 07:12:00,,consulta_general,1,en_proceso,,
TKT-9AF4F4587F,DEU-745F1F4B,2025-11-25 19:21:00,2025-12-02 18:33:00,app_congelada,5,resuelto,167.2,
TKT-CD09657F07,DEU-745F1F4B,2025-11-26 18:18:00,2025-11-30 13:00:00,configuracion_qr,2,resuelto,90.7,2.0
TKT-EB584489CC,DEU-745F1F4B,2025-12-03 08:37:00,,pago_rechazado,5,abierto,,
TKT-B624F6C169,DEU-745F1F4B,2025-12-13 13:31:00,,pago_rechazado,5,en_proceso,,
TKT-8697F9944A,DEU-745F1F4B,2025-12-14 20:38:00,,cierre_caja,3,abierto,,
TKT-2DE1484C0C,DEU-745F1F4B,2025-12-16 12:11:00,,liquidacion_demora,5,abierto,,
TKT-DDBC2445EA,DEU-745F1F4B,2025-12-19 11:39:00,,configuracion_qr,3,en_proceso,,
TKT-B908A96C64,DEU-745F1F4B,2025-12-20 19:35:00,,liquidacion_demora,4,abierto,,
TKT-259617369C,DEU-745F1F4B,2025-12-23 07:44:00,2025-12-24 04:56:00,app_congelada,4,resuelto,21.2,2.0
TKT-586BAAA97A,DEU-745F1F4B,2025-12-27 17:15:00,2026-01-01 00:03:00,app_congelada,5,resuelto,102.8,
TKT-8DB751BB71,DEU-745F1F4B,2026-01-01 14:54:00,2026-01-02 19:12:00,pago_rechazado,5,resuelto,28.3,1.0
TKT-4E8E6AC3D1,DEU-745F1F4B,2026-01-02 21:21:00,2026-01-05 01:27:00,liquidacion_demora,5,resuelto,52.1,
TKT-5BB4AF5F0F,DEU-745F1F4B,2026-01-14 09:19:00,,facturacion_comisiones,3,abierto,,
TKT-6971824E6C,DEU-745F1F4B,2026-01-25 18:26:00,,pago_rechazado,3,en_proceso,,
TKT-7783D20DB5,DEU-745F1F4B,2026-01-26 09:00:00,,app_congelada,5,abierto,,
TKT-38D7A2C673,DEU-745F1F4B,2026-01-26 19:53:00,,cierre_caja,4,escalado,,
TKT-18CE44237F,DEU-745F1F4B,2026-02-11 16:22:00,2026-02-16 23:34:00,cierre_caja,3,resuelto,127.2,2.0
TKT-CB297D41E2,DEU-745F1F4B,2026-02-11 19:21:00,,liquidacion_demora,5,abierto,,
TKT-71E57B3FF2,DEU-745F1F4B,2026-02-12 13:50:00,,app_congelada,4,escalado,,
TKT-5A31E1B6FA,DEU-745F1F4B,2026-02-19 16:47:00,,liquidacion_demora,5,abierto,,
TKT-B98CC6B66F,DEU-745F1F4B,2026-02-20 09:07:00,2026-02-27 13:19:00,pago_rechazado,5,resuelto,172.2,1.0
TKT-82209D1044,DEU-745F1F4B,2026-02-23 21:30:00,,app_congelada,3,en_proceso,,
TKT-21C82F8297,DEU-74700CB8,2025-05-25 08:28:00,,consulta_general,2,escalado,,
TKT-ED2A2BBDC8,DEU-74700CB8,2025-11-23 15:19:00,,liquidacion_demora,3,abierto,,
TKT-6446D7DFAD,DEU-747E89B0,2025-08-12 13:43:00,,liquidacion_demora,2,escalado,,
TKT-5AC79D3A38,DEU-74A67680,2026-03-28 08:37:00,,problema_qr_fisico,1,abierto,,
TKT-BFF9536A7D,DEU-74DAB7D5,2025-05-21 11:53:00,,consulta_general,2,en_proceso,,
TKT-3FAD1DFA6F,DEU-74DAB7D5,2026-03-11 19:39:00,,consulta_general,2,abierto,,
TKT-77AD2E29E8,DEU-7503445E,2025-05-15 16:26:00,,liquidacion_demora,2,en_proceso,,
TKT-EECA7DCFED,DEU-7503445E,2025-12-05 14:12:00,,consulta_general,3,abierto,,
TKT-802767556D,DEU-751E1119,2025-04-06 10:20:00,,consulta_general,2,abierto,,
TKT-258B310F32,DEU-751E1119,2025-04-11 07:03:00,2025-04-13 14:57:00,app_congelada,2,resuelto,55.9,
TKT-CCD0C01011,DEU-751E1119,2025-05-08 20:03:00,,problema_qr_fisico,2,abierto,,
TKT-EF12505578,DEU-751E1119,2025-05-10 21:52:00,2025-05-12 14:04:00,roles_vendedor,2,resuelto,40.2,4.0
TKT-DDAE613C81,DEU-751E1119,2025-08-22 18:04:00,,app_congelada,2,abierto,,
TKT-12B3E3710D,DEU-751F0886,2026-01-25 14:17:00,,liquidacion_demora,3,abierto,,
TKT-BAFA8A8AC4,DEU-751F0886,2026-02-18 21:24:00,,liquidacion_demora,4,abierto,,
TKT-CC013D9478,DEU-751F0886,2026-02-24 07:09:00,2026-02-24 22:03:00,pago_rechazado,3,resuelto,14.9,3.0
TKT-792622D755,DEU-75211595,2025-07-11 21:48:00,,facturacion_comisiones,1,en_proceso,,
TKT-2B76CFD853,DEU-75211595,2025-11-09 13:29:00,,pago_rechazado,2,en_proceso,,
TKT-DCBD069571,DEU-75211595,2026-03-07 14:14:00,,liquidacion_demora,2,en_proceso,,
TKT-ADE974B64F,DEU-757AE29C,2025-05-07 12:25:00,,problema_qr_fisico,2,abierto,,
TKT-7584F23481,DEU-757AE29C,2025-09-20 15:14:00,2025-09-22 19:44:00,configuracion_qr,2,resuelto,52.5,5.0
TKT-46A6C659DF,DEU-757AE29C,2025-09-27 11:54:00,,problema_qr_fisico,1,abierto,,
TKT-9EADC49688,DEU-75C2E6AB,2025-07-05 08:46:00,,cierre_caja,4,abierto,,
TKT-0CDE34FC0B,DEU-75C2E6AB,2025-09-15 21:09:00,,pago_rechazado,3,abierto,,
TKT-E3D60674DE,DEU-75C34D79,2025-04-08 12:42:00,,cierre_caja,3,abierto,,
TKT-5BE9F4ECB6,DEU-75C34D79,2025-06-09 19:35:00,,pago_rechazado,2,en_proceso,,
TKT-4B630C61C0,DEU-75C34D79,2025-09-08 13:43:00,,liquidacion_demora,3,escalado,,
TKT-9AB5324872,DEU-75C34D79,2025-12-19 13:05:00,,pago_rechazado,3,en_proceso,,
TKT-19E895F605,DEU-75C34D79,2026-01-06 10:44:00,2026-01-07 22:32:00,facturacion_comisiones,3,resuelto,35.8,
TKT-B3F24F782E,DEU-75C34D79,2026-01-30 19:54:00,,app_congelada,4,en_proceso,,
TKT-F69349BE6A,DEU-763DC750,2025-06-13 07:51:00,,facturacion_comisiones,2,abierto,,
TKT-91F2441DF2,DEU-763DC750,2025-11-03 11:37:00,,app_congelada,2,abierto,,
TKT-1404B2CC01,DEU-763DC750,2026-03-25 09:57:00,,facturacion_comisiones,2,en_proceso,,
TKT-56041C38AC,DEU-764435D8,2025-05-17 10:26:00,,cierre_caja,2,en_proceso,,
TKT-7D3A64A321,DEU-764BA1C6,2025-06-02 13:44:00,2025-06-05 08:38:00,app_congelada,3,resuelto,66.9,3.0
TKT-347945F453,DEU-764BA1C6,2025-06-21 13:02:00,,facturacion_comisiones,4,abierto,,
TKT-8198E485B4,DEU-765B1B04,2025-04-18 11:14:00,,pago_rechazado,3,abierto,,
TKT-7CC46DCC3F,DEU-765B1B04,2025-10-12 13:09:00,,cierre_caja,3,abierto,,
TKT-A7F7AB6174,DEU-765B1B04,2025-12-03 13:03:00,,liquidacion_demora,3,escalado,,
TKT-E74E3BB180,DEU-765B1B04,2026-02-16 08:20:00,,consulta_general,3,abierto,,
TKT-BEB86F4FF8,DEU-765B1B04,2026-03-21 10:47:00,,app_congelada,2,en_proceso,,
TKT-876AB1C4D9,DEU-768E7BA0,2025-04-03 12:16:00,,pago_rechazado,4,abierto,,
TKT-BA2AC62803,DEU-768E7BA0,2025-06-10 13:49:00,,cierre_caja,3,abierto,,
TKT-1889962EE9,DEU-768E7BA0,2025-12-09 17:42:00,2025-12-10 08:24:00,pago_rechazado,4,resuelto,14.7,1.0
TKT-D8738C2DF4,DEU-768E7BA0,2025-12-19 16:23:00,2025-12-22 21:35:00,app_congelada,4,resuelto,77.2,1.0
TKT-8F8F03E778,DEU-768E7BA0,2025-12-25 14:54:00,2025-12-27 01:48:00,liquidacion_demora,4,resuelto,34.9,
TKT-A54B4323DA,DEU-768E7BA0,2025-12-25 17:33:00,,configuracion_qr,4,abierto,,
TKT-54AA5E686B,DEU-768E7BA0,2025-12-26 15:00:00,2025-12-28 10:12:00,liquidacion_demora,5,resuelto,43.2,2.0
TKT-ED17B2449D,DEU-768E7BA0,2026-01-10 11:39:00,,liquidacion_demora,5,abierto,,
TKT-173148486E,DEU-768E7BA0,2026-01-17 10:25:00,,liquidacion_demora,5,escalado,,
TKT-C412E73C27,DEU-768E7BA0,2026-02-04 10:19:00,2026-02-10 05:43:00,liquidacion_demora,5,resuelto,139.4,1.0
TKT-9185E261EE,DEU-768E7BA0,2026-02-06 12:14:00,,liquidacion_demora,5,en_proceso,,
TKT-A9514F29D1,DEU-768E7BA0,2026-02-06 14:09:00,2026-02-11 15:45:00,pago_rechazado,2,resuelto,121.6,2.0
TKT-3E26EB9544,DEU-768E7BA0,2026-02-09 20:10:00,,liquidacion_demora,5,abierto,,
TKT-6F27BD26D7,DEU-768E7BA0,2026-02-11 11:27:00,,app_congelada,4,en_proceso,,
TKT-8BFE613D9F,DEU-768E7BA0,2026-02-20 19:53:00,2026-03-03 11:29:00,liquidacion_demora,4,resuelto,255.6,1.0
TKT-E9A5D2D054,DEU-768E7BA0,2026-03-23 14:31:00,,cierre_caja,4,abierto,,
TKT-B55B71E1C2,DEU-76C54F7B,2025-08-19 09:52:00,,liquidacion_demora,2,abierto,,
TKT-BAD43162D5,DEU-76E79162,2025-09-29 20:49:00,,liquidacion_demora,3,abierto,,
TKT-BE13EF26EF,DEU-770BC8C6,2025-04-17 12:26:00,,pago_rechazado,3,abierto,,
TKT-A5BC2F27C9,DEU-770BC8C6,2025-08-22 11:29:00,,pago_rechazado,3,abierto,,
TKT-88E3E9858D,DEU-770BC8C6,2025-10-21 10:35:00,,facturacion_comisiones,3,abierto,,
TKT-710A529EB2,DEU-773E115F,2025-12-03 09:15:00,,app_congelada,3,en_proceso,,
TKT-0F801779EB,DEU-77503E0B,2025-09-14 13:34:00,,pago_rechazado,1,en_proceso,,
TKT-76B367AA97,DEU-77503E0B,2025-09-29 15:10:00,2025-10-02 11:46:00,cierre_caja,2,resuelto,68.6,4.0
TKT-F9DF90FE06,DEU-77785DAD,2025-05-04 17:14:00,,pago_rechazado,1,abierto,,
TKT-BE39DFAF8A,DEU-77785DAD,2025-08-03 15:49:00,,pago_rechazado,2,en_proceso,,
TKT-6613943E43,DEU-77785DAD,2025-11-13 13:58:00,,configuracion_qr,2,abierto,,
TKT-EC4DF9E610,DEU-77785DAD,2025-12-26 19:55:00,,consulta_general,2,en_proceso,,
TKT-C2CF6E8E9B,DEU-778AC272,2025-09-22 16:56:00,,liquidacion_demora,3,en_proceso,,
TKT-DB629A1C60,DEU-7790D709,2025-06-21 18:57:00,,pago_rechazado,2,en_proceso,,
TKT-0028CEB8B6,DEU-7790D709,2025-09-18 13:30:00,,cierre_caja,2,abierto,,
TKT-001B2FEB5F,DEU-7790D709,2025-11-16 16:54:00,,liquidacion_demora,2,abierto,,
TKT-ABA829FBCB,DEU-7790D709,2025-12-27 19:55:00,,app_congelada,3,abierto,,
TKT-7BFDA3055D,DEU-7790D709,2026-02-13 18:46:00,,pago_rechazado,3,abierto,,
TKT-A2390ECA2D,DEU-782CFE27,2025-09-28 17:12:00,,facturacion_comisiones,3,abierto,,
TKT-4480E644DB,DEU-782CFE27,2025-10-22 08:31:00,,liquidacion_demora,3,en_proceso,,
TKT-D23D55F730,DEU-782CFE27,2026-02-19 08:10:00,,pago_rechazado,2,abierto,,
TKT-F455AD7312,DEU-789737D7,2025-09-01 19:44:00,,configuracion_qr,2,en_proceso,,
TKT-609D2EA64A,DEU-789737D7,2025-10-09 17:47:00,,consulta_general,3,escalado,,
TKT-09E6173A8E,DEU-789737D7,2026-01-04 11:41:00,,liquidacion_demora,2,abierto,,
TKT-0E9EFB4301,DEU-78CC8647,2025-04-26 13:53:00,,pago_rechazado,3,en_proceso,,
TKT-5C26B2A624,DEU-78D0A938,2025-12-24 08:27:00,,liquidacion_demora,3,abierto,,
TKT-266BEE1621,DEU-78D0A938,2026-01-01 10:04:00,,cierre_caja,2,abierto,,
TKT-33EACDE001,DEU-78D0A938,2026-03-26 13:46:00,,facturacion_comisiones,3,abierto,,
TKT-B02A09A672,DEU-79046B09,2025-07-24 18:44:00,,liquidacion_demora,2,en_proceso,,
TKT-981AAFA148,DEU-791D1F6A,2025-04-28 15:24:00,,facturacion_comisiones,3,abierto,,
TKT-C9C2FFA6F8,DEU-791D1F6A,2025-06-01 17:18:00,,app_congelada,2,abierto,,
TKT-7BF08AB1B8,DEU-791D1F6A,2025-07-22 21:53:00,2025-07-26 20:35:00,problema_qr_fisico,3,resuelto,94.7,4.0
TKT-CDDE8D498E,DEU-791D1F6A,2025-07-29 09:59:00,,problema_qr_fisico,2,abierto,,
TKT-EB474A3219,DEU-7931E785,2025-05-09 13:01:00,,cierre_caja,4,en_proceso,,
TKT-CA66AEE440,DEU-7931E785,2025-06-18 11:47:00,,pago_rechazado,3,en_proceso,,
TKT-06800A809E,DEU-7931E785,2026-01-08 15:46:00,,app_congelada,3,abierto,,
TKT-2E76BC153B,DEU-7931E785,2026-02-04 15:06:00,,pago_rechazado,3,en_proceso,,
TKT-283B8FE9CE,DEU-793F053A,2025-11-20 18:25:00,,liquidacion_demora,2,abierto,,
TKT-CEEA1D2E24,DEU-79647FB0,2025-05-01 16:19:00,2025-05-02 20:07:00,problema_qr_fisico,1,resuelto,27.8,2.0
TKT-A64C374395,DEU-79647FB0,2025-05-10 10:33:00,,liquidacion_demora,2,escalado,,
TKT-3DBDD26E40,DEU-79647FB0,2025-11-08 19:06:00,2025-11-10 07:18:00,facturacion_comisiones,2,resuelto,36.2,1.0
TKT-0C3E32CA69,DEU-79647FB0,2025-11-17 17:22:00,2025-11-18 09:22:00,app_congelada,2,resuelto,16.0,
TKT-4BFB5390EE,DEU-79647FB0,2025-11-22 10:59:00,,liquidacion_demora,2,en_proceso,,
TKT-D17943DC05,DEU-79647FB0,2025-11-22 21:00:00,2025-11-23 16:30:00,pago_rechazado,2,resuelto,19.5,3.0
TKT-D0BA4F3D0B,DEU-79647FB0,2025-12-01 15:18:00,,pago_rechazado,2,en_proceso,,
TKT-1B9E9BB5DC,DEU-79647FB0,2025-12-05 15:58:00,2025-12-22 19:28:00,liquidacion_demora,4,resuelto,411.5,1.0
TKT-0980A24692,DEU-79647FB0,2025-12-06 21:33:00,2025-12-15 22:51:00,app_congelada,4,resuelto,217.3,1.0
TKT-B7199EB8FF,DEU-79647FB0,2025-12-20 07:56:00,,app_congelada,1,abierto,,
TKT-7B92A9449A,DEU-79647FB0,2025-12-25 19:48:00,,app_congelada,1,abierto,,
TKT-C25946C28B,DEU-79647FB0,2026-01-02 12:17:00,,app_congelada,3,abierto,,
TKT-001F1AC71E,DEU-79647FB0,2026-01-03 18:08:00,,liquidacion_demora,4,abierto,,
TKT-7872F86ACE,DEU-79647FB0,2026-01-16 19:49:00,2026-01-17 22:13:00,facturacion_comisiones,2,resuelto,26.4,3.0
TKT-7FC7676C9E,DEU-79647FB0,2026-01-21 12:25:00,2026-01-23 15:49:00,liquidacion_demora,3,resuelto,51.4,2.0
TKT-14DA2C95F6,DEU-79647FB0,2026-01-23 16:47:00,,pago_rechazado,4,abierto,,
TKT-BEBD866924,DEU-79647FB0,2026-01-30 07:31:00,2026-01-31 07:07:00,pago_rechazado,4,resuelto,23.6,2.0
TKT-F48F4DDCD5,DEU-79647FB0,2026-02-02 17:08:00,,cierre_caja,3,en_proceso,,
TKT-9BF0F4B007,DEU-79647FB0,2026-02-13 08:53:00,2026-02-19 10:41:00,pago_rechazado,4,resuelto,145.8,
TKT-2F7E179950,DEU-79647FB0,2026-02-22 11:42:00,,pago_rechazado,3,escalado,,
TKT-310BF8B950,DEU-79647FB0,2026-02-28 07:26:00,,roles_vendedor,2,en_proceso,,
TKT-2386DE0D46,DEU-7985E54C,2025-05-20 20:43:00,,pago_rechazado,3,abierto,,
TKT-42EFD74665,DEU-7985E54C,2026-01-14 11:17:00,,consulta_general,3,abierto,,
TKT-AEBAEDB8B0,DEU-79C7437B,2026-02-16 11:25:00,,app_congelada,4,abierto,,
TKT-425908FE18,DEU-79C7437B,2026-03-09 15:58:00,,cierre_caja,3,escalado,,
TKT-5F1B0CA31F,DEU-79CCB70C,2025-05-04 19:35:00,,pago_rechazado,2,escalado,,
TKT-BBBE86007F,DEU-79CCB70C,2025-12-21 21:56:00,,pago_rechazado,2,abierto,,
TKT-7CF04322FD,DEU-79CCB70C,2026-01-13 13:56:00,2026-01-14 14:50:00,pago_rechazado,3,resuelto,24.9,
TKT-84210B61BF,DEU-79CCB70C,2026-01-30 18:40:00,,configuracion_qr,3,en_proceso,,
TKT-B2E49D0991,DEU-79CCB70C,2026-03-30 18:05:00,,pago_rechazado,2,en_proceso,,
TKT-A9D3929017,DEU-79D716E6,2026-03-13 20:31:00,,consulta_general,2,abierto,,
TKT-60148C5B90,DEU-79DB3ECE,2025-06-17 16:03:00,,liquidacion_demora,3,abierto,,
TKT-710ABBEB15,DEU-79DB3ECE,2025-10-13 16:08:00,,problema_qr_fisico,2,abierto,,
TKT-3B4830E16D,DEU-79DB3ECE,2025-10-18 07:08:00,2025-10-19 10:50:00,roles_vendedor,4,resuelto,27.7,1.0
TKT-B8641AF15C,DEU-79DB3ECE,2025-10-20 20:06:00,2025-10-23 04:48:00,app_congelada,4,resuelto,56.7,2.0
TKT-127A212B12,DEU-79DB3ECE,2025-10-23 09:53:00,2025-10-23 21:53:00,problema_qr_fisico,2,resuelto,12.0,2.0
TKT-99DFA14F6E,DEU-79DB3ECE,2025-11-07 12:14:00,,pago_rechazado,5,abierto,,
TKT-5CC2126D41,DEU-79DB3ECE,2025-11-14 07:36:00,,liquidacion_demora,4,abierto,,
TKT-51D12A381D,DEU-79DB3ECE,2025-11-16 08:53:00,2025-11-23 20:17:00,pago_rechazado,2,resuelto,179.4,
TKT-857AF8C675,DEU-79DB3ECE,2025-12-02 15:56:00,2025-12-06 18:50:00,app_congelada,4,resuelto,98.9,1.0
TKT-8262BD01FE,DEU-79DB3ECE,2025-12-05 18:01:00,,pago_rechazado,4,abierto,,
TKT-90CA9B2D4B,DEU-79DB3ECE,2025-12-12 19:11:00,,pago_rechazado,3,abierto,,
TKT-A007A7FFFB,DEU-79DB3ECE,2025-12-14 17:08:00,,consulta_general,3,en_proceso,,
TKT-92E61AE658,DEU-79DB3ECE,2025-12-16 09:10:00,2025-12-19 12:04:00,pago_rechazado,4,resuelto,74.9,2.0
TKT-70D5E23A19,DEU-79DB3ECE,2026-01-03 20:09:00,,pago_rechazado,3,en_proceso,,
TKT-FEF0110ED1,DEU-79DB3ECE,2026-01-04 17:53:00,2026-01-07 18:29:00,liquidacion_demora,4,resuelto,72.6,1.0
TKT-412B87C124,DEU-79DB3ECE,2026-01-06 08:39:00,,pago_rechazado,4,abierto,,
TKT-162AD4934B,DEU-79DB3ECE,2026-01-09 12:02:00,,pago_rechazado,4,abierto,,
TKT-F16C03C52F,DEU-79DB3ECE,2026-01-10 14:44:00,,liquidacion_demora,3,abierto,,
TKT-C7B2C0AD0D,DEU-79DB3ECE,2026-01-13 17:20:00,2026-01-31 10:32:00,liquidacion_demora,5,resuelto,425.2,
TKT-26DF9D2483,DEU-79DB3ECE,2026-01-16 16:20:00,,app_congelada,4,en_proceso,,
TKT-345468532C,DEU-79DB3ECE,2026-01-17 08:46:00,,app_congelada,3,en_proceso,,
TKT-B8C02BFC8C,DEU-79DB3ECE,2026-01-24 12:59:00,,liquidacion_demora,4,en_proceso,,
TKT-2CEFF4B6E1,DEU-79DB3ECE,2026-02-11 18:54:00,,liquidacion_demora,4,abierto,,
TKT-3ECFBA2132,DEU-79DB3ECE,2026-02-20 10:50:00,,app_congelada,2,abierto,,
TKT-A6C8BEF74B,DEU-79DB3ECE,2026-02-21 19:23:00,,pago_rechazado,4,en_proceso,,
TKT-A3C6A9EF01,DEU-79DB3ECE,2026-02-26 16:38:00,2026-02-28 23:38:00,liquidacion_demora,5,resuelto,55.0,
TKT-865F2DD59D,DEU-7A0B2C9F,2025-06-22 20:54:00,,app_congelada,2,abierto,,
TKT-5CD010845C,DEU-7A0B2C9F,2026-03-20 17:35:00,,pago_rechazado,2,abierto,,
TKT-AF692EF2B4,DEU-7A7522F9,2026-03-30 18:32:00,,problema_qr_fisico,2,en_proceso,,
TKT-FEEA3BE525,DEU-7A8C5227,2025-04-04 14:06:00,,consulta_general,2,abierto,,
TKT-BB96A18907,DEU-7A8C5227,2025-06-26 16:34:00,,pago_rechazado,2,escalado,,
TKT-6E1A521A39,DEU-7A8C5227,2025-07-08 09:46:00,,app_congelada,1,en_proceso,,
TKT-82BA5B15E0,DEU-7A8C5227,2026-01-08 15:06:00,,liquidacion_demora,2,en_proceso,,
TKT-FDC56C5774,DEU-7AD713A9,2025-10-14 07:34:00,,liquidacion_demora,2,en_proceso,,
TKT-8166FA85C8,DEU-7AE8EAA8,2025-09-24 12:48:00,,problema_qr_fisico,2,abierto,,
TKT-844233014C,DEU-7AE8EAA8,2026-01-16 20:06:00,,app_congelada,2,en_proceso,,
TKT-316515ADD0,DEU-7AF939A1,2025-05-05 21:37:00,,liquidacion_demora,3,abierto,,
TKT-AD2D052777,DEU-7AF939A1,2025-06-19 15:25:00,,app_congelada,3,abierto,,
TKT-4EEA86E08D,DEU-7AF939A1,2026-01-07 10:51:00,,liquidacion_demora,5,en_proceso,,
TKT-3894FDEDC4,DEU-7AF939A1,2026-01-13 19:37:00,2026-01-18 21:43:00,liquidacion_demora,3,resuelto,122.1,1.0
TKT-F74F165C39,DEU-7AF939A1,2026-01-23 17:31:00,,pago_rechazado,4,en_proceso,,
TKT-05AEE7300B,DEU-7AF939A1,2026-01-24 15:34:00,,app_congelada,3,abierto,,
TKT-E7AE7CAE34,DEU-7AF939A1,2026-01-25 11:54:00,,liquidacion_demora,3,abierto,,
TKT-5C4D336F94,DEU-7AF939A1,2026-02-04 20:21:00,2026-02-07 12:03:00,app_congelada,5,resuelto,63.7,1.0
TKT-09871E614A,DEU-7AF939A1,2026-02-10 10:35:00,,facturacion_comisiones,5,en_proceso,,
TKT-4C6BD82757,DEU-7AF939A1,2026-02-10 14:30:00,,app_congelada,4,abierto,,
TKT-3EEBAE0566,DEU-7AF939A1,2026-02-18 08:33:00,,pago_rechazado,5,abierto,,
TKT-8183301D7B,DEU-7AF939A1,2026-02-20 15:13:00,,app_congelada,5,abierto,,
TKT-3717D62E81,DEU-7AFECD00,2025-10-14 11:31:00,,pago_rechazado,1,en_proceso,,
TKT-53E08F330C,DEU-7AFECD00,2025-10-24 13:41:00,2025-10-26 12:17:00,liquidacion_demora,3,resuelto,46.6,
